63,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,64,78,78,78,78,78,78,78,78,78,63,87,87,87,87,87,87,87,87,87,64
79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,77,78,78,78,78,78,78,78,78,78,79,12,12,12,12,12,12,12,12,12,77
79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,77,78,78,78,78,78,78,78,78,78,79,12,78,78,78,78,78,78,78,12,77
79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,77,78,78,78,78,78,78,78,78,78,79,12,78,78,78,78,78,78,78,12,77
79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,77,78,78,78,78,78,78,78,78,78,79,12,12,12,12,78,78,78,78,12,77
79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,68,69,69,69,69,69,69,69,73,78,78,78,78,78,78,78,78,78,72,69,69,70,12,78,78,78,78,12,77
79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,12,78,78,78,78,12,77
79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,12,78,78,78,78,12,77
79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,12,78,78,78,12,12,77
79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,77,78,78,78,78,78,0,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,12,12,12,12,12,12,77
79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,77,78,78,78,78,78,0,78,78,78,78,78,63,87,87,87,87,87,87,87,87,88,12,12,78,12,12,12,77
79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,77,0,78,78,78,78,0,78,78,78,78,78,79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,77
81,69,69,70,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,68,73,78,78,78,78,78,78,78,78,78,78,78,79,12,12,12,12,12,12,12,12,12,12,12,12,12,78,12,77
78,78,78,79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,77,78,78,78,78,78,78,78,78,78,78,78,78,79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,77
78,78,78,79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,77,78,78,78,78,78,78,78,78,78,78,78,78,79,12,12,12,12,12,12,12,12,12,12,12,12,12,78,12,77
78,78,78,79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,77,78,78,78,78,78,78,78,78,78,78,78,63,88,12,12,78,12,12,12,12,78,78,78,78,78,78,78,12,78
